title,keywords,group,link,pdf,abstract
Preventing Overfitting via Sample Reweighting for Recommender System Incremental Update (Student Abstract),"Recommender System, Incremental Update, Sample Reweighting","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17928,https://ojs.aaai.org/index.php/AAAI/article/view/17928/17733,Abstract
An Entity-Aware Adversarial Domain Adaptation Network for Cross-Domain Named Entity Recognition (Student Abstract),"Named Entity Recognition, Domain Adaptation, Cross Domain, Adversarial Training, Entity-aware Attention","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17929,https://ojs.aaai.org/index.php/AAAI/article/view/17929/17734,Abstract
Task Uncertainty Loss Reduce Negative Transfer in Asymmetric Multi-task Feature Learning (Student Abstract),"Negative Transfer, Multi-task Learning, Computational Biology, Pharmacogenomics, Cancer Genomics, Asymmetric Multi-task Learning","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17930,https://ojs.aaai.org/index.php/AAAI/article/view/17930/17735,Abstract
Successive Halving Top-k Operator,"Top-k, Differentiable Optimization, Approximation Algorithm, Neural Networks, Subset Sampling, Network Architecture","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17931,https://ojs.aaai.org/index.php/AAAI/article/view/17931/17736,Abstract
Context-Enhanced Entity and Relation Embedding for Knowledge Graph Completion (Student Abstract),"Knowledge Graph Completion, Knowledge Graph Embedding, Relation Predicion","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17932,https://ojs.aaai.org/index.php/AAAI/article/view/17932/17737,Abstract
AuthNet- A Deep Learning Based Authentication Mechanism Using Temporal Facial Feature Movements (Student Abstract),"Facial Recognition, Biometrics, Computer Vision, Applications Of AI, Information Extraction","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17933,https://ojs.aaai.org/index.php/AAAI/article/view/17933/17738,Abstract
SSA2D- Single Shot Actor-Action Detection in Videos (Student Abstract),"Activity Recognition, Computer Vision, Machine Learning","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17934,https://ojs.aaai.org/index.php/AAAI/article/view/17934/17739,Abstract
Automatic Optimal Multi-Agent Path Finding Algorithm Selector (Student Abstract),"Multiagent Systems, Multi Agent Path Finding, Artificial Intelligence, Algorithm Selection, Deep Learning","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17935,https://ojs.aaai.org/index.php/AAAI/article/view/17935/17740,Abstract
Generating Long Financial Report using Conditional Variational Autoencoders with Knowledge Distillation,"Deep Learning, Text Generation, Variational Autoencoders","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17936,https://ojs.aaai.org/index.php/AAAI/article/view/17936/17741,Abstract
Are Chess Discussions Racist- An Adversarial Hate Speech Data Set (Student Abstract),"Hate Speech, Adversarial Data Set, Racism","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17937,https://ojs.aaai.org/index.php/AAAI/article/view/17937/17742,Abstract
Data Domain Change and Feature Selection to Predict Cardiac Pathology with a 2D Clinical Dataset and Convolutional Neural Networks (Student Abstract),"Machine Learning, Applications, Feature Selection","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17938,https://ojs.aaai.org/index.php/AAAI/article/view/17938/17743,Abstract
Skills2Job- A Recommender System that Encodes Job Offer Embeddings on Graph Databases (Student Abstract),"Recommender Systems, Graph Databases, Labor Market Intelligence, Word Embeddings","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17939,https://ojs.aaai.org/index.php/AAAI/article/view/17939/17744,Abstract
Attention Beam- An Image Captioning Approach (Student Abstract),"Image Captioning, Beam Search, Attention Network, Natural Language Generation, Computer Vision","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17940,https://ojs.aaai.org/index.php/AAAI/article/view/17940/17745,Abstract
Quantum Binary Classification (Student Abstract),"Quantum Machine Learning, Quantum Supervised Binary Classification, AI Applications","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17941,https://ojs.aaai.org/index.php/AAAI/article/view/17941/17746,Abstract
Neuro-Symbolic Techniques for Description Logic Reasoning (Student Abstract),"Neuro-symbolic Reasoning, OWL 2 Reasoner, Description Logic Reasoner","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17942,https://ojs.aaai.org/index.php/AAAI/article/view/17942/17747,Abstract
Mental Actions and Explainability in Kripkean Semantics- What Else do I Know- (Student Abstract),"Mental Actions, Ramifications, Explainability, Epistemic Planning, Possible Worlds, Beliefs","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17943,https://ojs.aaai.org/index.php/AAAI/article/view/17943/17748,Abstract
Learning to Enhance Visual Quality via Hyperspectral Domain Mapping (Student Abstract),"Low-light Image Enhancement, Spectral Profiling, Image-to-image Translation, Generative Adversarial Networks","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17944,https://ojs.aaai.org/index.php/AAAI/article/view/17944/17749,Abstract
SecDD- Efficient and Secure Method for Remotely Training Neural Networks (Student Abstract),"Deep Learning, Dataset Distillation, Privacy Preservation, Synthetic Data","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17945,https://ojs.aaai.org/index.php/AAAI/article/view/17945/17750,Abstract
Scalable Partial Explainability in Neural Networks via Flexible Activation Functions (Student Abstract),"XAI, Adaptive Activation Function, Qualitative Reasoning, Neuro-symbolic Reasoning","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17946,https://ojs.aaai.org/index.php/AAAI/article/view/17946/17751,Abstract
Sampling Partial Acyclic Orientations in Chordal Graphs by the Lovasz Local Lemma (Student Abstract),"Acyclic Orientations, Partial Rejection Sampling, Structure Learning Of Bayesian Networks","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17947,https://ojs.aaai.org/index.php/AAAI/article/view/17947/17752,Abstract
Semi-Supervised Learning via Triplet Network Based Active Learning (Student Abstract),"Active Learning, Classification, Computer Vision","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17948,https://ojs.aaai.org/index.php/AAAI/article/view/17948/17753,Abstract
WildfireNet- Predicting Wildfire Profiles (Student Abstract),"Application Of AI: Environmental, Wildfire Spread Model, Deep Learning, Supervised Learning","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17949,https://ojs.aaai.org/index.php/AAAI/article/view/17949/17754,Abstract
FACS- Fast Code-based Algorithm for Coalition Structure Generation (Student Abstract),"Coalition Structure Generation, Coalition Formation, Integer Partition Graph, Search Space Representation","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17950,https://ojs.aaai.org/index.php/AAAI/article/view/17950/17755,Abstract
Mining Intelligent Patterns using SVAC for Precision Agriculture and Optimizing Irrigation (Student Abstract),"Object Detection, Crop Counting, Time Series Forecasting, Machine Learning, Hyperspectral Data, Precision Agriculture, Climate Change, Sustainable Intelligent Agriculture","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17951,https://ojs.aaai.org/index.php/AAAI/article/view/17951/17756,Abstract
A New Robust Subspace Recovery Algorithm (Student Abstract),"Robust Subspace Recovery, Robust Principal Component Analysis, Outlier Detection, Dimensionality Reduction, Rank-one Modification","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17952,https://ojs.aaai.org/index.php/AAAI/article/view/17952/17757,Abstract
Chinese Character Image Clustering and Classification Based on Object Embedding Model (Student Abstract),"Unsupervised Learning, Font Recognition, Object Embedding, Writer Identification","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17953,https://ojs.aaai.org/index.php/AAAI/article/view/17953/17758,Abstract
Is Each Layer Non-trivial in CNN- (Student Abstract),"ResNet, Convolution Kernel, Deep Learning","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17954,https://ojs.aaai.org/index.php/AAAI/article/view/17954/17759,Abstract
Multi-label Few-shot Learning with Semantic Inference (Student Abstract),"Multi-label Learning, Few-shot Learning, Meta-learning, Semantic Inference","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17955,https://ojs.aaai.org/index.php/AAAI/article/view/17955/17760,Abstract
Extending Policy Shaping to Continuous State Spaces (Student Abstract),"Reinforcement Learning, Human Robot Interaction, Machine Learning","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17956,https://ojs.aaai.org/index.php/AAAI/article/view/17956/17761,Abstract
Measuring Vegetation Density in Marsh Grass Photographs Using Deep Neural Networks (Student Abstract),"Deep Learning, Convolutional Neural Networks, Image Recognition","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17957,https://ojs.aaai.org/index.php/AAAI/article/view/17957/17762,Abstract
Remember More by Recalling Less- Investigating the Role of Batch Size in Continual Learning with Experience Replay (Student Abstract),"Continual Learning, Experience Replay, Online Learning, Optimiziation","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17958,https://ojs.aaai.org/index.php/AAAI/article/view/17958/17763,Abstract
Towards Extracting Graph Neural Network Models via Prediction Queries (Student Abstract),"Machine Learning, Model Extraction Attacks, Graph Neural Networks","Special Programs and Special Track, Student Papers and Demonstrations: AAAI Student Abstract and Poster Program",https://ojs.aaai.org/index.php/AAAI/article/view/17959,https://ojs.aaai.org/index.php/AAAI/article/view/17959/17764,Abstract
